"group","case","comparison","locale","expected","original","candidate","guarded"
"formula",303,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",303,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",304,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",304,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",304,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",304,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",305,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",305,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",305,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",305,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",306,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",306,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",306,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",306,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",307,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",307,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",307,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",307,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",308,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",308,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",308,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",308,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",309,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",309,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",309,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",309,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",310,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",310,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",310,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",310,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",311,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",311,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",311,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",311,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",312,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",312,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",312,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",312,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",313,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",313,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",313,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",313,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",314,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",314,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",314,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",314,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",315,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",315,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",315,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",315,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",316,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",316,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",316,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",316,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",317,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",317,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",317,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",317,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",318,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",318,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",318,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",318,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",319,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",319,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",319,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",319,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",320,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",320,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",320,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",320,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",321,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",321,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",321,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",321,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",322,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",322,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",322,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",322,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",323,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",323,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",323,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",323,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",324,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",324,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",324,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",324,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",325,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",325,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",325,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",325,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",326,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",326,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",326,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",326,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",327,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",327,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",327,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",327,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",328,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",328,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",328,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",328,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",329,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",329,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",329,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",329,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",330,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",330,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",330,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",330,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",331,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",331,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",331,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",331,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",332,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",332,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",332,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",332,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",333,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",333,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",333,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",333,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",334,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",334,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",334,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",334,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",335,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",335,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",335,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",335,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",336,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",336,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",336,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",336,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",337,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",337,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",337,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",337,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",338,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",338,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",338,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",338,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",339,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",339,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",339,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",339,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",340,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",340,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",340,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",340,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",341,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",341,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",341,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",341,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",342,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",342,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",342,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",342,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",343,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",343,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",343,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",343,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",344,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",344,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",344,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",344,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",345,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",345,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",345,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",345,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",346,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",346,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",346,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",346,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",347,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",347,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",347,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",347,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",348,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",348,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",348,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",348,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",349,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",349,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",349,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",349,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",350,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",350,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",350,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",350,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",351,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",351,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",351,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",351,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",352,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",352,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",352,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",352,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",353,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",353,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",353,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",353,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",354,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",354,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",354,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",354,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",355,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",355,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",355,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",355,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",356,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",356,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",356,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",356,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",357,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",357,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",357,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",357,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",358,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",358,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",358,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",358,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",359,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",359,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",359,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",359,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",360,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",360,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",360,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",360,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",361,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",361,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",361,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",361,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",362,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",362,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",362,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",362,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",363,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",363,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",363,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",363,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",364,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",364,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",364,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",364,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",365,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",365,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",365,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",365,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",366,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",366,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",366,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",366,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",367,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",367,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",367,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",367,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",368,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",368,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",368,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",368,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",369,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",369,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",369,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",369,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",370,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",370,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",370,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",370,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",371,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",371,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",371,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",371,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",372,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",372,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",372,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",372,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",373,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",373,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",373,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",373,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",374,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",374,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",374,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",374,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",375,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",375,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",375,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",375,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",376,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",376,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",376,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",376,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",377,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",377,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",377,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",377,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",378,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",378,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",378,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",378,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",379,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",379,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",379,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",379,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",380,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",380,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",380,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",380,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",381,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",381,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",381,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",381,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",382,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",382,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",382,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",382,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",383,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",383,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",383,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",383,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",384,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",384,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",384,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",384,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",385,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",385,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",385,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",385,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",386,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",386,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",386,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",386,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",387,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",387,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",387,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",387,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",388,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",388,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",388,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",388,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",389,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",389,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",389,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",389,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",390,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",390,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",390,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",390,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",391,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",391,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",391,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",391,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",392,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",392,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",392,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",392,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",393,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",393,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",393,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",393,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",394,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",394,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",394,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",394,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",395,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",395,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",395,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",395,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",396,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",396,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",396,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",396,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",397,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",397,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",397,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",397,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",398,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",398,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",398,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",398,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",399,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",399,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",399,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",399,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",400,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",400,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",400,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",400,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",401,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",401,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",401,"reflexivity","C",TRUE,TRUE,TRUE,TRUE
"formula",401,"unequal_control","C",FALSE,FALSE,FALSE,FALSE
"formula",402,"forward_equal","C",TRUE,FALSE,TRUE,TRUE
"formula",402,"reverse_equal","C",TRUE,FALSE,TRUE,TRUE
